reg;semaine;nb_crib;nb_pos;tx_crib;nb_A0;nb_A1;tx_A1;nb_B0;nb_B1;tx_B1;nb_C0;nb_C1;tx_C1
27;2021-11-23-2021-11-29;5969.00;11687.00;51.10;5541.00;2.00;0.00;5384.00;154.00;2.80;122.00;5450.00;97.80
27;2021-11-24-2021-11-30;6384.00;12906.00;49.50;5917.00;1.00;0.00;5755.00;159.00;2.70;115.00;5833.00;98.10
27;2021-11-25-2021-12-01;6612.00;13939.00;47.40;6117.00;1.00;0.00;5945.00;170.00;2.80;94.00;6063.00;98.50
27;2021-11-26-2021-12-02;6955.00;15002.00;46.40;6451.00;4.00;0.10;6271.00;180.00;2.80;91.00;6411.00;98.60
27;2021-11-27-2021-12-03;7184.00;15923.00;45.10;6675.00;3.00;0.00;6488.00;188.00;2.80;85.00;6634.00;98.70
27;2021-11-28-2021-12-04;7260.00;16585.00;43.80;6741.00;3.00;0.00;6549.00;192.00;2.80;93.00;6695.00;98.60
27;2021-11-29-2021-12-05;7271.00;16673.00;43.60;6751.00;3.00;0.00;6559.00;192.00;2.80;94.00;6704.00;98.60
27;2021-11-30-2021-12-06;7883.00;17947.00;43.90;7323.00;4.00;0.10;7120.00;206.00;2.80;107.00;7268.00;98.50
27;2021-12-01-2021-12-07;8052.00;18609.00;43.30;7461.00;4.00;0.10;7257.00;207.00;2.80;108.00;7417.00;98.60
27;2021-12-02-2021-12-08;8141.00;19080.00;42.70;7539.00;6.00;0.10;7327.00;214.00;2.80;125.00;7484.00;98.40
27;2021-12-03-2021-12-09;8077.00;19330.00;41.80;7461.00;4.00;0.10;7263.00;199.00;2.70;129.00;7398.00;98.30
27;2021-12-04-2021-12-10;7885.00;19190.00;41.10;7265.00;6.00;0.10;7073.00;194.00;2.70;142.00;7192.00;98.10
27;2021-12-05-2021-12-11;7790.00;19190.00;40.60;7159.00;7.00;0.10;6977.00;184.00;2.60;141.00;7083.00;98.00
27;2021-12-06-2021-12-12;7773.00;19209.00;40.50;7144.00;7.00;0.10;6961.00;185.00;2.60;142.00;7067.00;98.00
27;2021-12-07-2021-12-13;7442.00;18950.00;39.30;6832.00;6.00;0.10;6671.00;153.00;2.20;147.00;6748.00;97.90
27;2021-12-08-2021-12-14;7132.00;18591.00;38.40;6549.00;6.00;0.10;6405.00;135.00;2.10;153.00;6447.00;97.70
27;2021-12-09-2021-12-15;6772.00;18413.00;36.80;6226.00;4.00;0.10;6091.00;126.00;2.00;168.00;6094.00;97.30
27;2021-12-10-2021-12-16;6466.00;18227.00;35.50;5919.00;3.00;0.10;5786.00;119.00;2.00;185.00;5761.00;96.90
27;2021-12-11-2021-12-17;6062.00;18015.00;33.60;5565.00;1.00;0.00;5434.00;106.00;1.90;205.00;5380.00;96.30
27;2021-12-12-2021-12-18;5837.00;17845.00;32.70;5374.00;0.00;0.00;5253.00;95.00;1.80;213.00;5180.00;96.10
27;2021-12-13-2021-12-19;5835.00;17972.00;32.50;5371.00;1.00;0.00;5247.00;96.00;1.80;215.00;5176.00;96.00
27;2021-12-14-2021-12-20;4777.00;17831.00;26.80;4431.00;1.00;0.00;4329.00;83.00;1.90;220.00;4220.00;95.00
27;2021-12-15-2021-12-21;3740.00;18284.00;20.50;3471.00;1.00;0.00;3391.00;62.00;1.80;221.00;3254.00;93.60
27;2021-12-16-2021-12-22;2883.00;18793.00;15.30;2672.00;1.00;0.00;2615.00;40.00;1.50;200.00;2475.00;92.50
27;2021-12-17-2021-12-23;2047.00;19794.00;10.30;1919.00;1.00;0.10;1875.00;31.00;1.60;184.00;1738.00;90.40
27;2021-12-18-2021-12-24;1327.00;20968.00;6.30;1250.00;1.00;0.10;1232.00;15.00;1.20;154.00;1099.00;87.70
27;2021-12-19-2021-12-25;905.00;19697.00;4.60;849.00;1.00;0.10;838.00;9.00;1.10;137.00;715.00;83.90
27;2021-12-20-2021-12-26;873.00;20236.00;4.30;822.00;0.00;0.00;815.00;7.00;0.90;134.00;690.00;83.70
27;2021-12-21-2021-12-27;472.00;26098.00;1.80;441.00;0.00;0.00;436.00;4.00;0.90;128.00;316.00;71.20
27;2021-12-22-2021-12-28;401.00;31688.00;1.30;391.00;0.00;0.00;386.00;4.00;1.00;139.00;255.00;64.70
27;2021-12-23-2021-12-29;353.00;37726.00;0.90;342.00;0.00;0.00;338.00;3.00;0.90;145.00;200.00;58.00
27;2021-12-24-2021-12-30;321.00;44096.00;0.70;311.00;0.00;0.00;307.00;3.00;1.00;143.00;171.00;54.50
27;2021-12-25-2021-12-31;275.00;49494.00;0.60;270.00;0.00;0.00;265.00;4.00;1.50;128.00;143.00;52.80
27;2021-12-26-2022-01-01;274.00;49914.00;0.50;269.00;0.00;0.00;264.00;4.00;1.50;127.00;143.00;53.00
27;2021-12-27-2022-01-02;271.00;50752.00;0.50;266.00;0.00;0.00;261.00;4.00;1.50;126.00;141.00;52.80
27;2021-12-28-2022-01-03;156.00;57341.00;0.30;153.00;0.00;0.00;149.00;4.00;2.60;86.00;67.00;43.80
53;2021-05-31-2021-06-06;957.00;2220.00;43.10;786.00;66.00;7.70;240.00;0.00;0.00;239.00;0.00;0.00
53;2021-06-01-2021-06-07;902.00;2080.00;43.40;728.00;72.00;9.00;295.00;0.00;0.00;295.00;0.00;0.00
53;2021-06-02-2021-06-08;865.00;1951.00;44.30;701.00;67.00;8.70;335.00;0.00;0.00;335.00;0.00;0.00
53;2021-06-03-2021-06-09;836.00;1796.00;46.50;669.00;71.00;9.60;376.00;0.00;0.00;377.00;1.00;0.30
53;2021-06-04-2021-06-10;779.00;1603.00;48.60;623.00;67.00;9.70;403.00;0.00;0.00;404.00;2.00;0.50
53;2021-06-05-2021-06-11;770.00;1503.00;51.20;617.00;58.00;8.60;404.00;0.00;0.00;409.00;2.00;0.50
53;2021-06-06-2021-06-12;769.00;1430.00;53.80;617.00;53.00;7.90;421.00;0.00;0.00;427.00;2.00;0.50
53;2021-06-07-2021-06-13;770.00;1423.00;54.10;618.00;51.00;7.60;421.00;0.00;0.00;427.00;2.00;0.50
53;2021-06-08-2021-06-14;729.00;1229.00;59.30;570.00;53.00;8.50;404.00;0.00;0.00;409.00;4.00;1.00
53;2021-06-09-2021-06-15;677.00;1110.00;61.00;524.00;54.00;9.30;391.00;1.00;0.30;398.00;6.00;1.50
53;2021-06-10-2021-06-16;608.00;995.00;61.10;475.00;41.00;7.90;378.00;2.00;0.50;384.00;6.00;1.50
53;2021-06-11-2021-06-17;552.00;899.00;61.40;423.00;38.00;8.20;361.00;2.00;0.60;370.00;5.00;1.30
53;2021-06-12-2021-06-18;495.00;800.00;61.90;375.00;37.00;9.00;351.00;2.00;0.60;357.00;6.00;1.70
53;2021-06-13-2021-06-19;457.00;748.00;61.10;342.00;36.00;9.50;329.00;2.00;0.60;336.00;7.00;2.00
53;2021-06-14-2021-06-20;446.00;733.00;60.80;333.00;35.00;9.50;326.00;2.00;0.60;332.00;8.00;2.40
53;2021-06-15-2021-06-21;429.00;724.00;59.30;338.00;21.00;5.80;326.00;3.00;0.90;330.00;11.00;3.20
53;2021-06-16-2021-06-22;429.00;710.00;60.40;341.00;13.00;3.70;338.00;2.00;0.60;328.00;20.00;5.70
53;2021-06-17-2021-06-23;428.00;703.00;60.90;336.00;13.00;3.70;340.00;2.00;0.60;325.00;27.00;7.70
53;2021-06-18-2021-06-24;419.00;683.00;61.30;331.00;11.00;3.20;333.00;4.00;1.20;306.00;40.00;11.60
53;2021-06-19-2021-06-25;396.00;651.00;60.80;302.00;8.00;2.60;303.00;4.00;1.30;271.00;46.00;14.50
53;2021-06-20-2021-06-26;401.00;649.00;61.80;306.00;5.00;1.60;303.00;5.00;1.60;261.00;57.00;17.90
53;2021-06-21-2021-06-27;414.00;668.00;62.00;318.00;5.00;1.50;316.00;5.00;1.60;270.00;62.00;18.70
53;2021-06-22-2021-06-28;411.00;657.00;62.60;315.00;5.00;1.60;315.00;5.00;1.60;256.00;76.00;22.90
53;2021-06-23-2021-06-29;403.00;645.00;62.50;310.00;10.00;3.10;314.00;6.00;1.90;247.00;84.00;25.40
53;2021-06-24-2021-06-30;441.00;704.00;62.60;336.00;21.00;5.90;346.00;10.00;2.80;266.00;100.00;27.30
53;2021-06-25-2021-07-01;491.00;765.00;64.20;382.00;28.00;6.80;397.00;11.00;2.70;277.00;141.00;33.70
53;2021-06-26-2021-07-02;522.00;800.00;65.20;420.00;35.00;7.70;438.00;13.00;2.90;296.00;162.00;35.40
53;2021-06-27-2021-07-03;565.00;852.00;66.30;443.00;39.00;8.10;463.00;15.00;3.10;300.00;182.00;37.80
53;2021-06-28-2021-07-04;562.00;844.00;66.60;439.00;41.00;8.50;461.00;15.00;3.20;292.00;187.00;39.00
53;2021-06-29-2021-07-05;651.00;927.00;70.20;516.00;47.00;8.30;544.00;14.00;2.50;295.00;265.00;47.30
53;2021-06-30-2021-07-06;676.00;960.00;70.40;543.00;45.00;7.70;570.00;13.00;2.20;279.00;307.00;52.40
53;2021-07-01-2021-07-07;715.00;991.00;72.10;590.00;38.00;6.10;612.00;11.00;1.80;252.00;375.00;59.80
53;2021-07-02-2021-07-08;756.00;1047.00;72.20;611.00;42.00;6.40;638.00;10.00;1.50;246.00;407.00;62.30
53;2021-07-03-2021-07-09;825.00;1139.00;72.40;674.00;43.00;6.00;702.00;11.00;1.50;236.00;482.00;67.10
53;2021-07-04-2021-07-10;814.00;1143.00;71.20;692.00;39.00;5.30;719.00;9.00;1.20;221.00;514.00;69.90
53;2021-07-05-2021-07-11;832.00;1172.00;71.00;705.00;43.00;5.70;736.00;9.00;1.20;226.00;526.00;69.90
53;2021-07-06-2021-07-12;878.00;1257.00;69.80;750.00;40.00;5.10;773.00;15.00;1.90;222.00;575.00;72.10
53;2021-07-07-2021-07-13;951.00;1440.00;66.00;802.00;41.00;4.90;823.00;17.00;2.00;225.00;625.00;73.50
53;2021-07-08-2021-07-14;879.00;1335.00;65.80;734.00;38.00;4.90;756.00;15.00;1.90;197.00;583.00;74.70
53;2021-07-09-2021-07-15;1114.00;1599.00;69.70;967.00;34.00;3.40;977.00;21.00;2.10;219.00;790.00;78.30
53;2021-07-10-2021-07-16;1258.00;1782.00;70.60;1107.00;25.00;2.20;1101.00;28.00;2.50;210.00;939.00;81.70
53;2021-07-11-2021-07-17;1347.00;1950.00;69.10;1189.00;30.00;2.50;1184.00;29.00;2.40;214.00;1018.00;82.60
53;2021-07-12-2021-07-18;1363.00;1975.00;69.00;1212.00;25.00;2.00;1202.00;29.00;2.40;210.00;1040.00;83.20
53;2021-07-13-2021-07-19;1640.00;2333.00;70.30;1450.00;30.00;2.00;1445.00;29.00;2.00;202.00;1295.00;86.50
53;2021-07-14-2021-07-20;1891.00;2613.00;72.40;1647.00;34.00;2.00;1642.00;32.00;1.90;210.00;1501.00;87.70
53;2021-07-15-2021-07-21;2232.00;3134.00;71.20;1954.00;45.00;2.30;1956.00;32.00;1.60;230.00;1801.00;88.70
53;2021-07-16-2021-07-22;2323.00;3285.00;70.70;2005.00;46.00;2.20;2012.00;28.00;1.40;203.00;1894.00;90.30
53;2021-07-17-2021-07-23;2433.00;3483.00;69.90;2085.00;54.00;2.50;2112.00;18.00;0.80;192.00;1997.00;91.20
53;2021-07-18-2021-07-24;2518.00;3587.00;70.20;2148.00;53.00;2.40;2176.00;16.00;0.70;189.00;2069.00;91.60
53;2021-07-19-2021-07-25;2526.00;3610.00;70.00;2155.00;52.00;2.40;2180.00;16.00;0.70;185.00;2079.00;91.80
53;2021-07-20-2021-07-26;2767.00;3925.00;70.50;2362.00;53.00;2.20;2391.00;12.00;0.50;181.00;2305.00;92.70
53;2021-07-21-2021-07-27;2852.00;4000.00;71.30;2480.00;51.00;2.00;2510.00;8.00;0.30;177.00;2420.00;93.20
53;2021-07-22-2021-07-28;2922.00;4049.00;72.20;2548.00;42.00;1.60;2573.00;8.00;0.30;167.00;2494.00;93.70
53;2021-07-23-2021-07-29;2938.00;4109.00;71.50;2584.00;37.00;1.40;2611.00;4.00;0.20;146.00;2548.00;94.60
53;2021-07-24-2021-07-30;2947.00;4132.00;71.30;2589.00;35.00;1.30;2608.00;8.00;0.30;147.00;2550.00;94.50
53;2021-07-25-2021-07-31;2947.00;4102.00;71.80;2599.00;31.00;1.20;2622.00;8.00;0.30;139.00;2566.00;94.90
53;2021-07-26-2021-08-01;2956.00;4112.00;71.90;2604.00;31.00;1.20;2629.00;8.00;0.30;138.00;2572.00;94.90
53;2021-07-27-2021-08-02;2971.00;4072.00;73.00;2625.00;24.00;0.90;2652.00;10.00;0.40;108.00;2612.00;96.00
53;2021-07-28-2021-08-03;3003.00;4118.00;72.90;2648.00;23.00;0.90;2676.00;11.00;0.40;99.00;2651.00;96.40
53;2021-07-29-2021-08-04;3064.00;4202.00;72.90;2704.00;21.00;0.80;2733.00;10.00;0.40;92.00;2717.00;96.70
53;2021-07-30-2021-08-05;3114.00;4288.00;72.60;2752.00;19.00;0.70;2778.00;10.00;0.40;97.00;2763.00;96.60
53;2021-07-31-2021-08-06;3317.00;4533.00;73.20;2941.00;18.00;0.60;2974.00;6.00;0.20;90.00;2975.00;97.10
53;2021-08-01-2021-08-07;3426.00;4727.00;72.50;3007.00;22.00;0.70;3040.00;7.00;0.20;91.00;3061.00;97.10
53;2021-08-02-2021-08-08;3443.00;4795.00;71.80;3025.00;22.00;0.70;3058.00;7.00;0.20;93.00;3079.00;97.10
53;2021-08-03-2021-08-09;3561.00;4988.00;71.40;3125.00;19.00;0.60;3151.00;8.00;0.30;101.00;3180.00;96.90
53;2021-08-04-2021-08-10;3726.00;5205.00;71.60;3248.00;16.00;0.50;3275.00;6.00;0.20;96.00;3309.00;97.20
53;2021-08-05-2021-08-11;3840.00;5348.00;71.80;3322.00;17.00;0.50;3354.00;8.00;0.20;96.00;3394.00;97.20
53;2021-08-06-2021-08-12;3996.00;5544.00;72.10;3444.00;18.00;0.50;3481.00;14.00;0.40;90.00;3533.00;97.50
53;2021-08-07-2021-08-13;4090.00;5646.00;72.40;3492.00;13.00;0.40;3524.00;15.00;0.40;77.00;3584.00;97.90
53;2021-08-08-2021-08-14;4100.00;5677.00;72.20;3521.00;8.00;0.20;3545.00;16.00;0.40;71.00;3601.00;98.10
53;2021-08-09-2021-08-15;4092.00;5640.00;72.60;3510.00;8.00;0.20;3532.00;18.00;0.50;69.00;3594.00;98.10
53;2021-08-10-2021-08-16;4138.00;5745.00;72.00;3549.00;8.00;0.20;3575.00;15.00;0.40;56.00;3655.00;98.50
53;2021-08-11-2021-08-17;4120.00;5756.00;71.60;3531.00;7.00;0.20;3561.00;16.00;0.40;52.00;3662.00;98.60
53;2021-08-12-2021-08-18;4113.00;5756.00;71.50;3550.00;4.00;0.10;3577.00;15.00;0.40;42.00;3686.00;98.90
53;2021-08-13-2021-08-19;4044.00;5635.00;71.80;3485.00;2.00;0.10;3516.00;9.00;0.30;40.00;3621.00;98.90
53;2021-08-14-2021-08-20;3946.00;5584.00;70.70;3392.00;2.00;0.10;3424.00;9.00;0.30;44.00;3537.00;98.80
53;2021-08-15-2021-08-21;3969.00;5609.00;70.80;3386.00;3.00;0.10;3420.00;7.00;0.20;46.00;3534.00;98.70
53;2021-08-16-2021-08-22;3976.00;5619.00;70.80;3394.00;3.00;0.10;3429.00;6.00;0.20;46.00;3541.00;98.70
53;2021-08-17-2021-08-23;3937.00;5560.00;70.80;3339.00;4.00;0.10;3382.00;4.00;0.10;54.00;3485.00;98.50
53;2021-08-18-2021-08-24;3949.00;5552.00;71.10;3366.00;3.00;0.10;3412.00;3.00;0.10;49.00;3512.00;98.60
53;2021-08-19-2021-08-25;3924.00;5518.00;71.10;3313.00;5.00;0.20;3357.00;2.00;0.10;52.00;3468.00;98.50
53;2021-08-20-2021-08-26;3849.00;5445.00;70.70;3234.00;6.00;0.20;3281.00;2.00;0.10;50.00;3397.00;98.50
53;2021-08-21-2021-08-27;3754.00;5251.00;71.50;3166.00;5.00;0.20;3215.00;2.00;0.10;44.00;3324.00;98.70
53;2021-08-22-2021-08-28;3700.00;5131.00;72.10;3134.00;4.00;0.10;3185.00;2.00;0.10;37.00;3308.00;98.90
53;2021-08-23-2021-08-29;3677.00;5083.00;72.30;3117.00;4.00;0.10;3167.00;1.00;0.00;38.00;3287.00;98.90
53;2021-08-24-2021-08-30;3440.00;4768.00;72.10;2903.00;4.00;0.10;2956.00;2.00;0.10;26.00;3084.00;99.20
53;2021-08-25-2021-08-31;3242.00;4553.00;71.20;2712.00;4.00;0.10;2766.00;2.00;0.10;25.00;2891.00;99.10
53;2021-08-26-2021-09-01;3049.00;4290.00;71.10;2559.00;2.00;0.10;2613.00;2.00;0.10;26.00;2719.00;99.10
53;2021-08-27-2021-09-02;2875.00;4060.00;70.80;2420.00;2.00;0.10;2469.00;3.00;0.10;21.00;2574.00;99.20
53;2021-08-28-2021-09-03;2739.00;3836.00;71.40;2315.00;3.00;0.10;2359.00;3.00;0.10;21.00;2458.00;99.20
53;2021-08-29-2021-09-04;2629.00;3715.00;70.80;2225.00;3.00;0.10;2275.00;3.00;0.10;24.00;2357.00;99.00
53;2021-08-30-2021-09-05;2602.00;3688.00;70.60;2196.00;3.00;0.10;2248.00;3.00;0.10;23.00;2330.00;99.00
53;2021-08-31-2021-09-06;2421.00;3485.00;69.50;2053.00;2.00;0.10;2097.00;2.00;0.10;25.00;2170.00;98.90
53;2021-09-01-2021-09-07;2231.00;3211.00;69.50;1900.00;3.00;0.20;1938.00;2.00;0.10;24.00;2005.00;98.80
53;2021-09-02-2021-09-08;2079.00;3037.00;68.50;1757.00;3.00;0.20;1799.00;2.00;0.10;19.00;1875.00;99.00
53;2021-09-03-2021-09-09;2079.00;3006.00;69.20;1722.00;2.00;0.10;1756.00;1.00;0.10;18.00;1830.00;99.00
53;2021-09-04-2021-09-10;1993.00;2944.00;67.70;1637.00;1.00;0.10;1670.00;4.00;0.20;17.00;1743.00;99.00
53;2021-09-05-2021-09-11;1920.00;2830.00;67.80;1565.00;1.00;0.10;1589.00;4.00;0.30;16.00;1672.00;99.10
53;2021-09-06-2021-09-12;1925.00;2811.00;68.50;1566.00;1.00;0.10;1590.00;4.00;0.30;16.00;1673.00;99.10
53;2021-09-07-2021-09-13;1822.00;2692.00;67.70;1471.00;2.00;0.10;1491.00;4.00;0.30;14.00;1570.00;99.10
53;2021-09-08-2021-09-14;1767.00;2602.00;67.90;1413.00;1.00;0.10;1428.00;4.00;0.30;15.00;1508.00;99.00
53;2021-09-09-2021-09-15;1742.00;2547.00;68.40;1379.00;1.00;0.10;1389.00;4.00;0.30;15.00;1479.00;99.00
53;2021-09-10-2021-09-16;1599.00;2381.00;67.20;1286.00;1.00;0.10;1301.00;6.00;0.50;14.00;1391.00;99.00
53;2021-09-11-2021-09-17;1505.00;2239.00;67.20;1224.00;1.00;0.10;1239.00;2.00;0.20;14.00;1322.00;99.00
53;2021-09-12-2021-09-18;1448.00;2151.00;67.30;1180.00;1.00;0.10;1197.00;2.00;0.20;13.00;1270.00;99.00
53;2021-09-13-2021-09-19;1434.00;2133.00;67.20;1166.00;1.00;0.10;1183.00;2.00;0.20;13.00;1258.00;99.00
53;2021-09-14-2021-09-20;1354.00;1975.00;68.60;1110.00;1.00;0.10;1123.00;2.00;0.20;14.00;1197.00;98.80
53;2021-09-15-2021-09-21;1300.00;1888.00;68.90;1067.00;1.00;0.10;1086.00;2.00;0.20;13.00;1156.00;98.90
53;2021-09-16-2021-09-22;1226.00;1810.00;67.70;1014.00;1.00;0.10;1034.00;2.00;0.20;12.00;1092.00;98.90
53;2021-09-17-2021-09-23;1139.00;1707.00;66.70;945.00;1.00;0.10;964.00;0.00;0.00;13.00;1013.00;98.70
53;2021-09-18-2021-09-24;1054.00;1620.00;65.10;859.00;1.00;0.10;878.00;0.00;0.00;11.00;931.00;98.80
53;2021-09-19-2021-09-25;1039.00;1590.00;65.30;853.00;1.00;0.10;870.00;0.00;0.00;10.00;921.00;98.90
53;2021-09-20-2021-09-26;1025.00;1578.00;65.00;846.00;1.00;0.10;863.00;0.00;0.00;11.00;910.00;98.80
53;2021-09-21-2021-09-27;928.00;1430.00;64.90;741.00;0.00;0.00;763.00;0.00;0.00;9.00;814.00;98.90
53;2021-09-22-2021-09-28;886.00;1367.00;64.80;695.00;0.00;0.00;714.00;0.00;0.00;10.00;755.00;98.70
53;2021-09-23-2021-09-29;831.00;1269.00;65.50;644.00;0.00;0.00;660.00;0.00;0.00;13.00;691.00;98.20
53;2021-09-24-2021-09-30;791.00;1184.00;66.80;617.00;0.00;0.00;628.00;0.00;0.00;13.00;657.00;98.10
53;2021-09-25-2021-10-01;785.00;1136.00;69.10;612.00;0.00;0.00;624.00;0.00;0.00;13.00;650.00;98.00
53;2021-09-26-2021-10-02;774.00;1100.00;70.40;593.00;0.00;0.00;608.00;0.00;0.00;14.00;635.00;97.80
53;2021-09-27-2021-10-03;771.00;1096.00;70.30;589.00;0.00;0.00;604.00;0.00;0.00;13.00;632.00;98.00
53;2021-09-28-2021-10-04;736.00;1109.00;66.40;576.00;0.00;0.00;588.00;0.00;0.00;11.00;608.00;98.20
53;2021-09-29-2021-10-05;719.00;1067.00;67.40;573.00;0.00;0.00;581.00;0.00;0.00;8.00;608.00;98.70
53;2021-09-30-2021-10-06;721.00;1054.00;68.40;565.00;0.00;0.00;574.00;0.00;0.00;4.00;616.00;99.40
53;2021-10-01-2021-10-07;760.00;1106.00;68.70;586.00;0.00;0.00;593.00;0.00;0.00;3.00;640.00;99.50
53;2021-10-02-2021-10-08;777.00;1138.00;68.30;609.00;0.00;0.00;614.00;0.00;0.00;5.00;661.00;99.20
53;2021-10-03-2021-10-09;768.00;1146.00;67.00;603.00;0.00;0.00;607.00;0.00;0.00;7.00;654.00;98.90
53;2021-10-04-2021-10-10;777.00;1152.00;67.40;613.00;0.00;0.00;617.00;0.00;0.00;7.00;664.00;99.00
53;2021-10-05-2021-10-11;817.00;1195.00;68.40;656.00;0.00;0.00;655.00;0.00;0.00;14.00;698.00;98.00
53;2021-10-06-2021-10-12;834.00;1269.00;65.70;672.00;0.00;0.00;672.00;2.00;0.30;23.00;710.00;96.90
53;2021-10-07-2021-10-13;848.00;1293.00;65.60;691.00;0.00;0.00;687.00;4.00;0.60;25.00;719.00;96.60
53;2021-10-08-2021-10-14;872.00;1333.00;65.40;719.00;0.00;0.00;719.00;5.00;0.70;28.00;751.00;96.40
53;2021-10-09-2021-10-15;893.00;1349.00;66.20;735.00;0.00;0.00;733.00;8.00;1.10;27.00;765.00;96.60
53;2021-10-10-2021-10-16;913.00;1376.00;66.40;766.00;0.00;0.00;762.00;8.00;1.00;24.00;796.00;97.10
53;2021-10-11-2021-10-17;905.00;1365.00;66.30;757.00;0.00;0.00;753.00;8.00;1.10;24.00;787.00;97.00
53;2021-10-12-2021-10-18;905.00;1365.00;66.30;758.00;0.00;0.00;758.00;8.00;1.00;26.00;790.00;96.80
53;2021-10-13-2021-10-19;896.00;1354.00;66.20;749.00;0.00;0.00;749.00;7.00;0.90;20.00;784.00;97.50
53;2021-10-14-2021-10-20;938.00;1440.00;65.10;802.00;1.00;0.10;807.00;6.00;0.70;23.00;835.00;97.30
53;2021-10-15-2021-10-21;1002.00;1540.00;65.10;858.00;2.00;0.20;866.00;6.00;0.70;22.00;888.00;97.60
53;2021-10-16-2021-10-22;1079.00;1650.00;65.40;929.00;2.00;0.20;938.00;5.00;0.50;20.00;964.00;98.00
53;2021-10-17-2021-10-23;1127.00;1716.00;65.70;973.00;2.00;0.20;980.00;8.00;0.80;22.00;1002.00;97.90
53;2021-10-18-2021-10-24;1130.00;1727.00;65.40;977.00;2.00;0.20;984.00;8.00;0.80;22.00;1006.00;97.90
53;2021-10-19-2021-10-25;1139.00;1755.00;64.90;971.00;4.00;0.40;974.00;11.00;1.10;16.00;1007.00;98.40
53;2021-10-20-2021-10-26;1166.00;1824.00;63.90;1001.00;5.00;0.50;1000.00;12.00;1.20;18.00;1028.00;98.30
53;2021-10-21-2021-10-27;1169.00;1853.00;63.10;1004.00;4.00;0.40;997.00;15.00;1.50;14.00;1033.00;98.70
53;2021-10-22-2021-10-28;1126.00;1827.00;61.60;971.00;4.00;0.40;953.00;24.00;2.50;12.00;1002.00;98.80
53;2021-10-23-2021-10-29;1120.00;1926.00;58.20;966.00;6.00;0.60;951.00;23.00;2.40;12.00;1002.00;98.80
53;2021-10-24-2021-10-30;1220.00;2061.00;59.20;1022.00;8.00;0.80;1015.00;23.00;2.20;12.00;1086.00;98.90
53;2021-10-25-2021-10-31;1226.00;2084.00;58.80;1028.00;8.00;0.80;1021.00;23.00;2.20;12.00;1092.00;98.90
53;2021-10-26-2021-11-01;1077.00;1844.00;58.40;911.00;7.00;0.80;906.00;21.00;2.30;10.00;966.00;99.00
53;2021-10-27-2021-11-02;1269.00;2118.00;59.90;1075.00;10.00;0.90;1073.00;23.00;2.10;8.00;1151.00;99.30
53;2021-10-28-2021-11-03;1413.00;2284.00;61.90;1215.00;10.00;0.80;1219.00;21.00;1.70;8.00;1302.00;99.40
53;2021-10-29-2021-11-04;1545.00;2431.00;63.60;1335.00;13.00;1.00;1354.00;11.00;0.80;9.00;1435.00;99.40
53;2021-10-30-2021-11-05;1658.00;2510.00;66.10;1435.00;13.00;0.90;1460.00;11.00;0.70;17.00;1536.00;98.90
53;2021-10-31-2021-11-06;1661.00;2552.00;65.10;1468.00;11.00;0.70;1488.00;9.00;0.60;18.00;1554.00;98.90
53;2021-11-01-2021-11-07;1676.00;2559.00;65.50;1474.00;11.00;0.70;1495.00;9.00;0.60;18.00;1561.00;98.90
53;2021-11-02-2021-11-08;2182.00;3335.00;65.40;1888.00;12.00;0.60;1915.00;10.00;0.50;20.00;2019.00;99.00
53;2021-11-03-2021-11-09;2189.00;3328.00;65.80;1900.00;9.00;0.50;1930.00;6.00;0.30;20.00;2032.00;99.00
53;2021-11-04-2021-11-10;2235.00;3471.00;64.40;1929.00;11.00;0.60;1963.00;5.00;0.30;24.00;2059.00;98.80
53;2021-11-05-2021-11-11;1972.00;3129.00;63.00;1694.00;8.00;0.50;1721.00;5.00;0.30;23.00;1803.00;98.70
53;2021-11-06-2021-11-12;2252.00;3520.00;64.00;1885.00;7.00;0.40;1923.00;4.00;0.20;18.00;2050.00;99.10
53;2021-11-07-2021-11-13;2337.00;3670.00;63.70;1942.00;9.00;0.50;1991.00;5.00;0.30;17.00;2125.00;99.20
53;2021-11-08-2021-11-14;2357.00;3719.00;63.40;1966.00;9.00;0.50;2014.00;5.00;0.20;17.00;2151.00;99.20
53;2021-11-09-2021-11-15;2503.00;3933.00;63.60;2126.00;8.00;0.40;2177.00;4.00;0.20;19.00;2302.00;99.20
53;2021-11-10-2021-11-16;2752.00;4285.00;64.20;2326.00;10.00;0.40;2370.00;9.00;0.40;17.00;2515.00;99.30
53;2021-11-11-2021-11-17;3001.00;4584.00;65.50;2546.00;8.00;0.30;2593.00;8.00;0.30;18.00;2749.00;99.30
53;2021-11-12-2021-11-18;3550.00;5327.00;66.60;3031.00;9.00;0.30;3076.00;12.00;0.40;23.00;3254.00;99.30
53;2021-11-13-2021-11-19;3490.00;5337.00;65.40;3017.00;8.00;0.30;3043.00;15.00;0.50;20.00;3200.00;99.40
53;2021-11-14-2021-11-20;3606.00;5515.00;65.40;3123.00;6.00;0.20;3146.00;13.00;0.40;19.00;3315.00;99.40
53;2021-11-15-2021-11-21;3612.00;5538.00;65.20;3129.00;6.00;0.20;3152.00;13.00;0.40;19.00;3319.00;99.40
53;2021-11-16-2021-11-22;3781.00;5898.00;64.10;3269.00;7.00;0.20;3297.00;15.00;0.50;19.00;3475.00;99.50
